transaction_id,customer_id,transaction_date,amount,card_type,channel,merchant_category,is_fraud,fraud_amount,address_state,credit_score,card_brand,auth_method,currency
145,5695,2026-09-01,3.79,debit,POS,travel,0,0.0,WI,749,visa,contactless,USD
146,2473,2026-08-17,80.05,debit,POS,utilities,0,0.0,FL,724,mastercard,contactless,USD
147,443,2026-07-23,53.52,debit,POS,retail,0,0.0,VA,727,mastercard,swipe,USD
148,11510,2026-09-21,19.97,credit,POS,utilities,0,0.0,AZ,754,mastercard,chip,USD
149,4701,2026-07-12,135.93,credit,POS,electronics,0,0.0,VA,759,visa,swipe,USD
150,11045,2026-01-20,13.46,credit,POS,electronics,0,0.0,NC,659,mastercard,swipe,USD
151,7244,2026-11-14,91.25,credit,ONLINE,travel,0,0.0,VA,524,amex,contactless,USD
152,14959,2026-02-08,281.76,credit,ATM,dining,1,281.76,NY,696,amex,online,USD
153,4659,2026-04-04,98.71,debit,POS,electronics,0,0.0,NC,653,visa,contactless,USD
154,1226,2026-06-19,104.15,credit,POS,dining,0,0.0,MD,739,visa,swipe,USD
155,6792,2026-09-26,73.73,credit,POS,dining,0,0.0,FL,671,visa,contactless,USD
156,14074,2026-07-02,68.25,credit,ONLINE,dining,0,0.0,CA,726,mastercard,swipe,USD
157,9043,2026-02-24,51.24,debit,ONLINE,travel,0,0.0,AZ,613,mastercard,swipe,USD
158,10114,2026-09-26,50.35,debit,ONLINE,travel,0,0.0,WA,645,mastercard,contactless,USD
159,11472,2026-09-27,17.93,credit,POS,fuel,0,0.0,MD,826,visa,chip,USD
160,1244,2026-03-06,54.89,credit,ONLINE,electronics,0,0.0,GA,660,visa,chip,USD
161,9967,2026-04-24,53.25,credit,ONLINE,grocery,0,0.0,MA,739,mastercard,swipe,USD
162,8417,2026-06-12,9.2,credit,POS,electronics,0,0.0,GA,770,mastercard,swipe,USD
163,13800,2026-04-12,42.59,debit,ONLINE,dining,0,0.0,VA,568,amex,online,USD
164,50,2026-12-07,139.45,credit,POS,dining,0,0.0,TX,705,mastercard,online,USD
165,297,2026-02-15,154.24,debit,ATM,retail,0,0.0,IN,722,amex,chip,USD
166,14701,2026-08-19,98.57,credit,ONLINE,dining,0,0.0,CA,605,mastercard,contactless,USD
167,1071,2026-02-08,70.37,credit,ONLINE,retail,0,0.0,CA,685,visa,chip,USD
168,8124,2026-11-17,35.24,debit,ONLINE,electronics,0,0.0,VA,640,mastercard,chip,USD
169,2540,2026-07-01,79.28,debit,POS,utilities,0,0.0,WI,747,visa,online,USD
170,7759,2026-12-02,137.13,credit,POS,grocery,0,0.0,VA,659,visa,swipe,USD
171,2527,2026-04-13,500.48,credit,POS,travel,0,0.0,NY,694,amex,chip,USD
172,6767,2026-07-07,41.38,debit,POS,fuel,0,0.0,CA,840,mastercard,chip,USD
173,8800,2026-08-06,130.17,debit,ONLINE,retail,0,0.0,OH,673,visa,swipe,USD
174,4897,2026-10-02,34.75,debit,POS,fuel,0,0.0,CA,746,mastercard,online,USD
175,6008,2026-03-14,45.81,debit,POS,electronics,0,0.0,CA,593,visa,online,USD
176,5905,2026-08-13,20.54,credit,POS,fuel,0,0.0,AZ,828,visa,online,USD
177,5526,2026-08-27,10.95,debit,ONLINE,electronics,0,0.0,NY,594,mastercard,online,USD
178,9132,2026-04-17,44.05,credit,ATM,dining,0,0.0,FL,638,visa,swipe,USD
179,7739,2026-02-05,26.1,credit,POS,electronics,0,0.0,IL,698,mastercard,chip,USD
180,13795,2026-10-08,46.47,credit,ONLINE,dining,0,0.0,NC,741,mastercard,contactless,USD
181,9238,2026-05-09,20.27,debit,POS,retail,0,0.0,NY,753,discover,chip,USD
182,2795,2026-04-18,18.41,credit,ATM,fuel,0,0.0,OH,782,discover,contactless,USD
183,10162,2026-01-20,29.71,debit,POS,fuel,0,0.0,PA,646,mastercard,contactless,USD
184,4800,2026-07-16,21.58,debit,POS,utilities,0,0.0,MA,668,amex,chip,USD
185,10452,2026-02-05,31.47,credit,ATM,dining,0,0.0,WA,638,visa,chip,USD
186,4606,2026-02-17,77.11,debit,POS,travel,0,0.0,GA,714,amex,online,USD
187,14685,2026-05-04,1.66,debit,POS,dining,0,0.0,VA,718,amex,online,USD
188,10292,2026-01-04,28.62,debit,POS,retail,0,0.0,CA,761,visa,chip,USD
189,98,2026-12-03,7.2,credit,POS,electronics,0,0.0,MO,625,visa,swipe,USD
190,7177,2026-12-15,16.83,debit,ONLINE,electronics,0,0.0,TX,733,mastercard,online,USD
191,5740,2026-07-04,69.85,credit,POS,travel,0,0.0,VA,785,visa,swipe,USD
192,11351,2026-10-12,52.55,credit,POS,electronics,0,0.0,FL,678,mastercard,contactless,USD
193,4185,2026-10-22,27.46,credit,ONLINE,retail,0,0.0,NY,697,visa,chip,USD
194,5488,2026-01-11,114.18,credit,ONLINE,fuel,0,0.0,IL,647,mastercard,contactless,USD
195,5772,2026-10-23,10.84,credit,POS,retail,0,0.0,IL,743,visa,contactless,USD
196,6914,2026-05-01,44.44,debit,POS,retail,0,0.0,MO,850,visa,contactless,USD
197,9132,2026-10-10,141.96,credit,POS,electronics,0,0.0,FL,638,mastercard,online,USD
198,6854,2026-11-20,48.4,credit,ONLINE,travel,0,0.0,OH,603,visa,online,USD
199,12092,2026-11-21,169.61,debit,POS,fuel,0,0.0,IN,705,discover,contactless,USD
200,3136,2026-03-10,15.54,credit,POS,travel,0,0.0,NJ,615,amex,contactless,USD
201,3208,2026-09-20,88.87,debit,ATM,electronics,0,0.0,NY,724,mastercard,chip,USD
202,1386,2026-11-24,94.38,debit,POS,retail,0,0.0,TN,707,mastercard,chip,USD
203,7517,2026-03-26,28.25,credit,POS,grocery,0,0.0,CA,759,mastercard,chip,USD
204,7376,2026-12-04,127.0,debit,POS,fuel,0,0.0,MA,645,mastercard,online,USD
205,2171,2026-10-24,12.05,credit,POS,utilities,0,0.0,MI,636,visa,swipe,USD
206,11922,2026-06-10,8.23,credit,POS,travel,0,0.0,NC,632,visa,contactless,USD
207,7482,2026-04-27,44.81,credit,ONLINE,electronics,0,0.0,MO,690,discover,swipe,USD
208,7584,2026-05-21,59.24,debit,POS,travel,0,0.0,IN,566,visa,contactless,USD
209,11555,2026-11-27,38.38,credit,POS,electronics,0,0.0,NY,651,visa,swipe,USD
210,7121,2026-12-20,14.04,debit,ONLINE,grocery,0,0.0,CA,745,amex,online,USD
211,299,2026-01-17,24.4,debit,POS,travel,0,0.0,WA,568,amex,swipe,USD
212,5681,2026-12-17,32.14,credit,POS,utilities,0,0.0,NC,660,amex,swipe,USD
213,549,2026-06-07,58.77,credit,POS,grocery,0,0.0,WI,753,mastercard,contactless,USD
214,535,2026-12-18,72.32,credit,POS,electronics,0,0.0,IL,582,visa,swipe,USD
215,4116,2026-03-24,70.97,credit,POS,electronics,0,0.0,NY,654,mastercard,online,USD
216,9312,2026-01-20,9.66,credit,POS,travel,0,0.0,GA,639,visa,online,USD
217,1938,2026-12-24,83.53,debit,ONLINE,utilities,0,0.0,TN,612,visa,chip,USD
218,3118,2026-01-25,13.61,credit,ONLINE,fuel,0,0.0,CA,688,discover,swipe,USD
219,12105,2026-10-19,29.64,credit,ATM,retail,0,0.0,WI,702,mastercard,chip,USD
220,12070,2026-12-23,12.45,credit,POS,fuel,0,0.0,MD,850,visa,chip,USD
221,12298,2026-02-09,921.84,credit,POS,utilities,0,0.0,NY,768,amex,chip,USD
222,2198,2026-06-10,24.58,debit,POS,electronics,0,0.0,FL,701,mastercard,contactless,USD
223,421,2026-06-10,168.55,debit,POS,fuel,0,0.0,NY,706,visa,chip,USD
224,13224,2026-06-18,34.63,debit,ONLINE,retail,0,0.0,NJ,674,visa,online,USD
225,3049,2026-10-04,7.7,debit,POS,electronics,0,0.0,FL,766,discover,online,USD
226,5608,2026-06-22,12.82,debit,POS,utilities,0,0.0,IL,707,mastercard,swipe,USD
227,11604,2026-05-01,26.9,debit,POS,travel,0,0.0,IN,649,visa,chip,USD
228,7164,2026-07-27,76.6,credit,ONLINE,dining,0,0.0,TX,725,mastercard,chip,USD
229,11301,2026-02-18,29.4,credit,ONLINE,fuel,0,0.0,NC,759,visa,chip,USD
230,6503,2026-03-24,205.66,credit,ONLINE,dining,0,0.0,OH,850,mastercard,chip,USD
231,14356,2026-08-11,26.34,credit,ATM,travel,0,0.0,PA,786,visa,swipe,USD
232,3257,2026-05-24,120.95,credit,ONLINE,grocery,0,0.0,MA,651,visa,contactless,USD
233,10633,2026-01-07,6.03,credit,POS,electronics,0,0.0,OH,682,visa,chip,USD
234,11645,2026-02-08,60.76,debit,ONLINE,dining,0,0.0,TX,620,visa,contactless,USD
235,719,2026-04-27,309.46,debit,POS,travel,0,0.0,MI,673,mastercard,contactless,USD
236,3958,2026-01-08,13.12,debit,ONLINE,utilities,0,0.0,MD,773,mastercard,contactless,USD
237,3122,2026-12-15,154.22,credit,ONLINE,utilities,0,0.0,TX,713,mastercard,chip,USD
238,3124,2026-07-18,13.62,credit,ONLINE,electronics,0,0.0,VA,740,visa,online,USD
239,14452,2026-01-14,444.25,debit,ATM,retail,0,0.0,PA,651,visa,swipe,USD
240,8092,2026-08-02,3.42,credit,ONLINE,electronics,0,0.0,CA,850,discover,swipe,USD
241,2244,2026-12-07,50.77,credit,ONLINE,travel,0,0.0,FL,770,visa,swipe,USD
242,7248,2026-03-22,100.45,credit,ATM,electronics,0,0.0,WA,732,visa,swipe,USD
243,4995,2026-03-15,97.51,credit,ONLINE,electronics,0,0.0,FL,732,discover,contactless,USD
244,4358,2026-09-17,83.13,debit,POS,retail,0,0.0,OH,672,mastercard,chip,USD
245,7302,2026-07-20,144.48,debit,POS,dining,0,0.0,VA,655,visa,online,USD
246,4819,2026-07-14,49.25,credit,ONLINE,grocery,0,0.0,NY,743,visa,swipe,USD
247,14694,2026-12-06,69.01,credit,ONLINE,utilities,0,0.0,OH,841,mastercard,contactless,USD
248,5470,2026-03-16,5.44,debit,POS,dining,0,0.0,TX,769,mastercard,contactless,USD
249,6285,2026-02-18,79.79,credit,ATM,utilities,0,0.0,IL,721,visa,swipe,USD
250,14557,2026-02-15,127.64,credit,POS,grocery,0,0.0,NY,657,mastercard,contactless,USD
251,391,2026-02-15,177.81,credit,ONLINE,electronics,0,0.0,MI,526,visa,contactless,USD
252,7794,2026-07-21,25.66,debit,POS,utilities,0,0.0,NY,669,mastercard,chip,USD
253,10285,2026-01-25,5.72,credit,POS,grocery,0,0.0,VA,797,mastercard,chip,USD
254,6662,2026-10-08,15.27,credit,ATM,electronics,0,0.0,CA,850,amex,chip,USD
255,913,2026-01-17,4.66,credit,POS,utilities,0,0.0,NY,741,mastercard,swipe,USD
256,3782,2026-12-20,24.19,debit,ATM,fuel,0,0.0,MA,561,visa,contactless,USD
257,7989,2026-04-04,174.76,credit,POS,electronics,0,0.0,WA,693,mastercard,chip,USD
258,8057,2026-12-26,29.87,credit,ONLINE,fuel,0,0.0,CA,652,visa,contactless,USD
259,9023,2026-08-25,4.74,debit,POS,travel,0,0.0,NJ,850,amex,contactless,USD
260,8603,2026-09-05,108.43,debit,POS,fuel,0,0.0,IL,658,visa,online,USD
261,1364,2026-11-15,16.61,credit,ATM,dining,0,0.0,IL,764,visa,swipe,USD
262,12136,2026-03-05,82.77,credit,ONLINE,electronics,0,0.0,OH,640,visa,swipe,USD
263,14950,2026-11-04,47.95,credit,POS,utilities,0,0.0,CA,655,mastercard,chip,USD
264,10394,2026-04-22,23.69,credit,POS,grocery,0,0.0,NY,647,visa,swipe,USD
265,5246,2026-10-16,12.01,debit,POS,dining,0,0.0,IL,710,mastercard,swipe,USD
266,6693,2026-06-09,127.7,credit,ONLINE,dining,0,0.0,NC,607,visa,online,USD
267,1680,2026-05-23,80.96,credit,ONLINE,fuel,0,0.0,WI,678,mastercard,chip,USD
268,726,2026-06-26,27.83,debit,POS,grocery,0,0.0,MI,809,visa,contactless,USD
269,12563,2026-11-27,39.94,debit,ATM,fuel,0,0.0,TX,781,visa,online,USD
270,5911,2026-09-17,103.42,debit,ONLINE,dining,0,0.0,FL,821,visa,swipe,USD
271,14942,2026-11-10,76.41,debit,POS,grocery,0,0.0,MA,622,visa,swipe,USD
272,7439,2026-03-04,19.95,credit,ONLINE,travel,0,0.0,NC,644,visa,contactless,USD
273,4161,2026-10-16,25.69,debit,POS,utilities,0,0.0,WI,600,mastercard,chip,USD
274,14278,2026-06-09,7.98,credit,POS,retail,0,0.0,IN,720,visa,contactless,USD
275,6232,2026-03-03,29.29,debit,POS,utilities,0,0.0,CA,764,visa,online,USD
276,3431,2026-12-24,85.95,debit,ATM,grocery,0,0.0,TX,579,visa,online,USD
277,13896,2026-11-24,7.76,credit,POS,travel,0,0.0,MI,604,visa,online,USD
278,97,2026-09-22,86.92,credit,POS,retail,0,0.0,TX,600,mastercard,swipe,USD
279,12786,2026-12-18,33.65,credit,POS,retail,0,0.0,CA,593,discover,online,USD
280,11347,2026-08-15,74.82,credit,POS,electronics,0,0.0,OH,632,mastercard,chip,USD
281,13278,2026-05-11,320.12,debit,ONLINE,travel,0,0.0,OH,485,mastercard,swipe,USD
282,14416,2026-02-21,9.69,credit,ONLINE,grocery,0,0.0,IL,784,visa,chip,USD
283,14318,2026-06-16,6.84,credit,ONLINE,retail,0,0.0,NJ,799,mastercard,online,USD
284,5525,2026-04-24,11.27,credit,ONLINE,retail,0,0.0,TN,687,visa,online,USD
285,859,2026-06-24,12.11,credit,POS,fuel,0,0.0,GA,554,visa,chip,USD
286,9425,2026-11-25,81.81,credit,POS,travel,0,0.0,IN,612,mastercard,contactless,USD
287,8967,2026-10-13,22.37,debit,POS,grocery,0,0.0,TX,674,mastercard,contactless,USD
288,6567,2026-06-07,3.19,credit,POS,dining,0,0.0,IL,787,visa,swipe,USD
289,13721,2026-06-01,19.14,debit,POS,electronics,0,0.0,CA,660,amex,contactless,USD
290,2302,2026-10-08,65.84,credit,POS,travel,0,0.0,NY,633,amex,chip,USD
291,13191,2026-06-10,7.24,debit,ATM,electronics,0,0.0,NY,604,visa,contactless,USD
